level,type,prompt,answer,source,license
A2,gapfill,"Problems such as building a freeway, designing a cell phone, or finding the cure for a disease _____ require algebra.",all,simplewiki,CC BY-SA
A2,gapfill,"In algebra, multiplying formula_22 by formula_23 (or formula_22 times formula_23) _____ be written in 3 different ways: formula_42, formula_43 or just formula_44.",can,simplewiki,CC BY-SA
A2,gapfill,"The symbol ""formula_47"" used in arithmetic is not used in algebra, because _____ looks too much like the letter formula_3, which is often used as a variable.",it,simplewiki,CC BY-SA
A2,gapfill,"When we multiply a number and a variable in algebra, we _____ simply write the number in front of the letter: formula_49.",can,simplewiki,CC BY-SA
A2,gapfill,"As a side note, _____ do not have to use the letters formula_3 or formula_22 in algebra.",you,simplewiki,CC BY-SA
A2,gapfill,"An important part of algebra is the study of functions, since they often appear in equations _____ we are trying to solve.",that,simplewiki,CC BY-SA
A2,gapfill,"When using functions, graphs _____ be powerful tools in helping us to study the solutions to equations.",can,simplewiki,CC BY-SA
A2,gapfill,A graph is a picture that shows all the values of the variables that _____ the equation or inequality true.,make,simplewiki,CC BY-SA
A2,gapfill,Usually _____ is easy to make when there are only one or two variables.,this,simplewiki,CC BY-SA
A2,gapfill,The variable formula_59 is the y-intercept of the graph (where the _____ crosses the vertical axis) and formula_60 is the slope or steepness of the line.,line,simplewiki,CC BY-SA
A2,gapfill,"_____ formula applies to the coordinates of a graph, where each point on the line is written formula_61.",this,simplewiki,CC BY-SA
A2,gapfill,"If _____ uses an inequality (formula_80 or formula_81), then usually part of the graph is shaded, either above or below the line.",it,simplewiki,CC BY-SA
A2,gapfill,"In algebra, there are a few rules that _____ be used for further understanding of equations.",can,simplewiki,CC BY-SA
A2,gapfill,_____ are called the rules of algebra.,these,simplewiki,CC BY-SA
A2,gapfill,"Before going on to the rules, reflect on two definitions _____ will be given.",that,simplewiki,CC BY-SA
A2,gapfill,"In other words, there exists an operation of two numbers so that _____ equals the variable of the sum.",it,simplewiki,CC BY-SA
A2,gapfill,"In addition to ""elementary algebra"", or basic algebra, _____ are advanced forms of algebra, taught in colleges and universities, such as abstract algebra, linear algebra, and universal algebra.",there,simplewiki,CC BY-SA
A2,gapfill,_____ includes how to use a matrix to solve many linear equations at once.,this,simplewiki,CC BY-SA
A2,gapfill,"Abstract algebra is the study of things _____ are found in equations, going beyond numbers to the more abstract with groups of numbers.",that,simplewiki,CC BY-SA
A2,gapfill,Using the basic ideas in algebra can help reduce a math problem to its simplest form making _____ easier to solve difficult problems.,it,simplewiki,CC BY-SA
A2,gapfill,"Energy is formula_54, _____ is formula_112, mass is formula_60, acceleration is formula_82 and speed of light is sometimes formula_115.",force,simplewiki,CC BY-SA
A2,gapfill,"_____ is used in some famous equations, like formula_116 and formula_117 (although more complex math beyond algebra was needed to come up with that last equation).",this,simplewiki,CC BY-SA
A2,gapfill,An atom is an extremely _____ piece of matter.,small,simplewiki,CC BY-SA
A2,gapfill,All normal matter – everything _____ has mass – is made of atoms.,that,simplewiki,CC BY-SA
A2,gapfill,"_____ are over 100 different kinds of atoms, called chemical elements.",there,simplewiki,CC BY-SA
A2,gapfill,"Atoms are very small, but _____ exact size depends on the type.",their,simplewiki,CC BY-SA
A2,gapfill,_____ makes one atom impossible to see without special tools.,this,simplewiki,CC BY-SA
A2,gapfill,"_____ are in the middle of the atom, called the nucleus.",these,simplewiki,CC BY-SA
A2,gapfill,Lightweight electrons _____ quickly around them.,move,simplewiki,CC BY-SA
A2,gapfill,The electromagnetic _____ holds the nucleus and electrons together.,force,simplewiki,CC BY-SA
A2,gapfill,"If an atom has more or less electrons than protons, _____ is called an ion, and has an electric charge.",it,simplewiki,CC BY-SA
A2,gapfill,Atoms _____ join by chemical bonds.,can,simplewiki,CC BY-SA
A2,gapfill,Many things are made of more than _____ kind of atom.,one,simplewiki,CC BY-SA
A2,gapfill,A _____ of atoms connected by chemical bonds is called a molecule.,group,simplewiki,CC BY-SA
A2,gapfill,"For example, a water molecule is made of two hydrogen atoms and _____ oxygen atom.",one,simplewiki,CC BY-SA
A2,gapfill,Atoms split _____ the forces inside are too weak to hold them together.,if,simplewiki,CC BY-SA
A2,gapfill,"Atoms _____ also join to make larger atoms at very high temperatures, such as inside a star.",can,simplewiki,CC BY-SA
A2,gapfill,Most atoms on Earth are _____ radioactive.,not,simplewiki,CC BY-SA
A2,gapfill,"_____ are rarely made, destroyed, or changed into another kind of atom.",they,simplewiki,CC BY-SA
A2,gapfill,"_____ thought that everything was made of particles called atoms, which could not be divided into smaller pieces.",he,simplewiki,CC BY-SA
A2,gapfill,"Atomic theory was a mostly philosophical subject, with _____ much scientific investigation or study, until the early 1800s.",not,simplewiki,CC BY-SA
A2,gapfill,"In 1803, English philosopher John Dalton suggested _____ elements were made of tiny, solid balls called atoms.",that,simplewiki,CC BY-SA
A2,gapfill,Dalton believed _____ all atoms of the same element have the same mass.,that,simplewiki,CC BY-SA
A2,gapfill,_____ said that compounds are formed when atoms of more than one element combine.,he,simplewiki,CC BY-SA
A2,gapfill,"In any _____ compound, the atoms would always combine in the same numbers.",one,simplewiki,CC BY-SA
A2,gapfill,Brown used Dalton's atomic theory to describe patterns in how _____ moved.,they,simplewiki,CC BY-SA
A2,gapfill,"In 1905 Albert Einstein used mathematics to prove _____ the pollen particles were being moved by the motion, or heat, of individual water molecules.",that,simplewiki,CC BY-SA
A2,gapfill,"By doing this, _____ proved that atoms are real without question.",he,simplewiki,CC BY-SA
A2,gapfill,The periodic table groups elements by their atomic number (how many protons they have; _____ is usually the same as the number of electrons).,this,simplewiki,CC BY-SA
A2,gapfill,All these elements are gases _____ have no color or smell.,that,simplewiki,CC BY-SA
A2,gapfill,"Also, _____ cannot combine with other atoms to form compounds.",they,simplewiki,CC BY-SA
A2,gapfill,Together _____ are known as noble gases.,they,simplewiki,CC BY-SA
A2,gapfill,Thomson was the _____ person to discover electrons.,first,simplewiki,CC BY-SA
A2,gapfill,"_____ learned they had a negative charge, and the rest of the atom had a positive charge.",he,simplewiki,CC BY-SA
A2,gapfill,"Thomson made the plum pudding model, which said _____ an atom was like plum pudding: the dried fruit (electrons) were stuck in a mass of pudding (having a positive charge).",that,simplewiki,CC BY-SA
A2,gapfill,"Many of the particles went through the gold foil, which proved _____ atoms are mostly empty space.",that,simplewiki,CC BY-SA
A2,gapfill,Electrons are so small and fast-moving _____ they did not block the particles from going through.,that,simplewiki,CC BY-SA
A2,gapfill,"In the electron cloud, _____ is impossible to know exactly where electrons are.",it,simplewiki,CC BY-SA
A2,gapfill,_____ area is called the electron's orbital.,this,simplewiki,CC BY-SA
A2,gapfill,"_____ discovery led to the creation of the atomic bomb and nuclear power, where fission happens over and over again, creating a chain reaction.",this,simplewiki,CC BY-SA
A2,gapfill,The mass of an electron is _____ 1800 times smaller (about grams).,about,simplewiki,CC BY-SA
A2,gapfill,Scientists believe _____ electrons are elementary particles: they are not made of any smaller pieces.,that,simplewiki,CC BY-SA
A2,gapfill,The nucleus is in the _____ of the atom.,middle,simplewiki,CC BY-SA
A2,gapfill,The nucleus makes up _____ than 99.9% of the mass of the atom.,more,simplewiki,CC BY-SA
A2,gapfill,"However, _____ is very small: about 1 femtometer (10−15 m) across, which is around 100,000 times smaller than the width of an atom, so it has a very high density.",it,simplewiki,CC BY-SA
A2,gapfill,"_____ sends out radiation in the form of alpha, beta, or gamma decay.",it,simplewiki,CC BY-SA
A2,gapfill,"This energy _____ be converted to mass, as stated by Einstein's famous formula ""E"" = ""mc""2.",can,simplewiki,CC BY-SA
A2,gapfill,"Very small and very large atoms have low binding energy, so _____ are most willing to go through fission or fusion.",they,simplewiki,CC BY-SA
A2,gapfill,"Electrons orbit, or _____ around, the nucleus.",travel,simplewiki,CC BY-SA
A2,gapfill,"_____ are called the atom's ""electron cloud"".",they,simplewiki,CC BY-SA
A2,gapfill,_____ are attracted to the nucleus because of the electromagnetic force.,they,simplewiki,CC BY-SA
A2,gapfill,"Electrons have a negative charge, and the nucleus always has a positive charge, so _____ attract each other.",they,simplewiki,CC BY-SA
A2,gapfill,"_____ are called ""electron shells"".",these,simplewiki,CC BY-SA
A2,gapfill,Only the electrons in the outer shell _____ make chemical bonds.,can,simplewiki,CC BY-SA
A2,gapfill,The number of electrons in the outer shell determines whether the atom is stable or which atoms _____ will bond with in a chemical reaction.,it,simplewiki,CC BY-SA
A2,gapfill,"If an atom has only one shell, _____ needs two electrons to be complete.",it,simplewiki,CC BY-SA
A2,gapfill,"Otherwise, the outer shell needs _____ electrons to be complete.",eight,simplewiki,CC BY-SA
A2,gapfill,The electrons in _____ shell have a certain amount of energy.,each,simplewiki,CC BY-SA
A2,gapfill,Shells _____ are farther from the nucleus have more energy.,that,simplewiki,CC BY-SA
A2,gapfill,"When a small burst of energy called a photon hits an electron, the electron _____ jump into a ""higher-energy"" shell.",can,simplewiki,CC BY-SA
A2,gapfill,"_____ each kind of atom will absorb certain colors of light, called the absorption spectrum.",so,simplewiki,CC BY-SA
A2,gapfill,"For the same reason, the atom will _____ send out certain colors of light, called the emission spectrum.",only,simplewiki,CC BY-SA
A2,gapfill,"Unlike the Earth moving around the Sun, electrons do _____ move in a circle.",not,simplewiki,CC BY-SA
A2,gapfill,We cannot _____ the exact place of an electron.,know,simplewiki,CC BY-SA
A2,gapfill,"Each electron is part of an ""orbital"", which describes where _____ is likely to be.",it,simplewiki,CC BY-SA
A2,gapfill,"No more than two electrons _____ be in one orbital; these two electrons have different ""spin"".",can,simplewiki,CC BY-SA
A2,gapfill,"_____ have different shapes, or point in different directions.",these,simplewiki,CC BY-SA
A2,gapfill,"Each orbital _____ be described by its three ""quantum numbers"".",can,simplewiki,CC BY-SA
A2,gapfill,"The ""principal quantum number"" is the _____ shell number.",electron,simplewiki,CC BY-SA
A2,gapfill,Atoms of the _____ element have the same atomic number.,same,simplewiki,CC BY-SA
A2,gapfill,_____ elements are organized on the periodic table.,these,simplewiki,CC BY-SA
A2,gapfill,"The exact mass of an atom is called _____ ""atomic mass"".",its,simplewiki,CC BY-SA
A2,gapfill,"The average mass of all atoms of a particular element is called _____ ""atomic weight"".",its,simplewiki,CC BY-SA
A2,gapfill,The size of an atom depends on the size of _____ electron cloud.,its,simplewiki,CC BY-SA
A2,gapfill,"Moving down the periodic table, _____ electron shells are added.",more,simplewiki,CC BY-SA
A2,gapfill,"As a result, atoms _____ bigger.",get,simplewiki,CC BY-SA
A2,gapfill,"_____ more positive nucleus pulls electrons more strongly, so atoms get smaller.",this,simplewiki,CC BY-SA
A2,gapfill,"When atoms are far apart, _____ attract each other.",they,simplewiki,CC BY-SA
A2,gapfill,_____ attraction is stronger for some kinds of atoms than others.,this,simplewiki,CC BY-SA
A2,gapfill,"If the attraction is strong enough, relative to the amount of heat, atoms will _____ a solid.",form,simplewiki,CC BY-SA
A2,gapfill,"If the attraction is weaker, they will form a liquid, and if _____ is even weaker, they will form a gas.",it,simplewiki,CC BY-SA
A2,gapfill,Chemical bonds are the strongest kinds of attraction _____ atoms.,between,simplewiki,CC BY-SA
A2,gapfill,The movement of electrons explains _____ chemical bonds.,all,simplewiki,CC BY-SA
A2,gapfill,The _____ reactive elements have an almost full or almost empty outer shell.,most,simplewiki,CC BY-SA
A2,gapfill,"Atoms with a full outer shell, called noble gases, do _____ usually form bonds.",not,simplewiki,CC BY-SA
A2,gapfill,_____ forces are weaker than chemical bonds.,these,simplewiki,CC BY-SA
A2,gapfill,_____ are caused when electrons move to one side of an atom.,they,simplewiki,CC BY-SA
A2,gapfill,"When two atoms line up their sides with negative and positive charges, _____ will attract.",they,simplewiki,CC BY-SA
A2,gapfill,"Although atoms are mostly empty space, _____ cannot pass through each other.",they,simplewiki,CC BY-SA
A2,gapfill,"Any magnet has a _____ and south pole, and a certain strength.",north,simplewiki,CC BY-SA
A2,gapfill,"The direction and strength of a magnet, together, are called _____ magnetic moment.",its,simplewiki,CC BY-SA
A2,gapfill,"Every electron _____ has a magnetic moment, like a tiny magnet.",also,simplewiki,CC BY-SA
A2,gapfill,_____ comes from the electron's spin and its orbit around the nucleus.,this,simplewiki,CC BY-SA
A2,gapfill,The magnetic moments for the electrons _____ up to a magnetic moment for the whole atom.,add,simplewiki,CC BY-SA
A2,gapfill,_____ tells us how atoms act in a magnetic field.,this,simplewiki,CC BY-SA
A2,gapfill,Every electron has _____ of two opposite spins.,one,simplewiki,CC BY-SA
A2,gapfill,"If every electron is paired with an electron with the opposite spin in the same orbital, the magnetic moments will cancel _____ to zero.",out,simplewiki,CC BY-SA
A2,gapfill,"When a nucleus is unstable, _____ has to eliminate the excess mass of particles.",it,simplewiki,CC BY-SA
A2,gapfill,"An atom that does _____ is called ""radioactive"".",this,simplewiki,CC BY-SA
A2,gapfill,"_____ are three main kinds of radioactive decay: alpha, beta, and gamma.",there,simplewiki,CC BY-SA
A2,gapfill,This is how long _____ takes half of any sample of atoms of that type to decay into a different isotope or element.,it,simplewiki,CC BY-SA
A2,gapfill,"Nearly all the hydrogen atoms in the Universe, most of the helium atoms, and some of the lithium atoms were made soon _____ the Big Bang.",after,simplewiki,CC BY-SA
A2,gapfill,"Even today, _____ 90% of all atoms in the Universe are hydrogen.",about,simplewiki,CC BY-SA
A2,gapfill,"All other atoms come from nuclear fusion in stars, or sometimes from cosmic rays _____ hit atoms.",that,simplewiki,CC BY-SA
A2,gapfill,"In stars like the Sun, the temperature and pressure are too low to _____ larger atoms.",make,simplewiki,CC BY-SA
A2,gapfill,"But more massive stars continue fusion, until _____ create iron (atomic number 26) or nickel (atomic number 28).",they,simplewiki,CC BY-SA
A2,gapfill,Most atoms on Earth were made by a star _____ existed before the Sun.,that,simplewiki,CC BY-SA
A2,gapfill,"However, _____ atoms often decay very quickly.",these,simplewiki,CC BY-SA
A2,gapfill,Even larger atoms _____ be created in the future.,may,simplewiki,CC BY-SA
A2,gapfill,Astronomy is the scientific _____ of celestial bodies.,study,simplewiki,CC BY-SA
A2,gapfill,Astronomy is _____ of the oldest sciences.,one,simplewiki,CC BY-SA
A2,gapfill,"Astronomy is not the same as ""astrology"", a belief _____ the motion of the stars and the planets may affect human lives.",that,simplewiki,CC BY-SA
A2,gapfill,Theoretical astronomy explains _____ we see.,what,simplewiki,CC BY-SA
A2,gapfill,Observations _____ whether the predictions work.,show,simplewiki,CC BY-SA
A2,gapfill,For _____ years the most important issue was the motions of planets.,many,simplewiki,CC BY-SA
A2,gapfill,Day-time astronomy is possible _____ could be harmful.,but,simplewiki,CC BY-SA
A2,gapfill,"The Sun, is our biggest star, better describes as a big _____ of light and observing directly is dangerous.",all,simplewiki,CC BY-SA
A2,gapfill,To look at the Sun _____ need proper shields and equipment.,you,simplewiki,CC BY-SA
A2,gapfill,Some other individual bright stars and planets _____ be seen during daylight hours through a telescope or a powerful pair of binoculars.,can,simplewiki,CC BY-SA
A2,gapfill,The 20th century _____ 1920 saw important changes in astronomy.,after,simplewiki,CC BY-SA
A2,gapfill,"Those parts of the electromagnetic spectrum _____ the atmosphere did not block were now opened up to astronomy, allowing more discoveries to be made.",that,simplewiki,CC BY-SA
A2,gapfill,The waves were first thought to be alien in origin because the pulses were so regular that (so _____ was thought) it implied an artificial source.,it,simplewiki,CC BY-SA
A2,gapfill,"Space telescopes gave access, for the first time in history, to the entire electromagnetic spectrum including rays _____ had been blocked by the atmosphere.",that,simplewiki,CC BY-SA
A2,gapfill,"As with _____ parts of the spectrum, new discoveries were made.",other,simplewiki,CC BY-SA
A2,gapfill,"From 1970s satellites were launched to be replaced with more accurate and better satellites, causing the sky to be mapped in nearly _____ parts of the electromagnetic spectrum.",all,simplewiki,CC BY-SA
A2,gapfill,Discoveries broadly come in _____ types: bodies and phenomena.,two,simplewiki,CC BY-SA
A2,gapfill,Burst events are those where there is a sudden change in the heavens _____ disappears quickly.,that,simplewiki,CC BY-SA
A2,gapfill,"These are called bursts because _____ are normally associated with large explosions producing a ""burst"" of energy.",they,simplewiki,CC BY-SA
A2,gapfill,They include: Periodic events are those _____ happen regularly in a repetitive way.,that,simplewiki,CC BY-SA
A2,gapfill,Periodic phenomena include: Noise phenomena tend to relate to things that happened a _____ time ago.,long,simplewiki,CC BY-SA
A2,gapfill,"Light from a distant source reaches a sensor and gets measured, normally by a _____ eye or a camera.",human,simplewiki,CC BY-SA
A2,gapfill,Astronomical sources do _____ move much: only the rotation and movement of the Earth causes them to move across the heavens.,not,simplewiki,CC BY-SA
A2,gapfill,"Adaptive optics means changing the shape of the mirror or lens while looking at something, to see _____ better.",it,simplewiki,CC BY-SA
A2,gapfill,Fourier analysis in mathematics _____ show if an observation (over a length of time) is changing periodically (changes like a wave).,can,simplewiki,CC BY-SA
A2,gapfill,_____ section attempts to provide an overview of the important fields of astronomy.,this,simplewiki,CC BY-SA
A2,gapfill,Solar astronomy is the _____ of the Sun.,study,simplewiki,CC BY-SA
A2,gapfill,_____ is the easiest to observe in detail.,it,simplewiki,CC BY-SA
A2,gapfill,Observing the Sun _____ help us understand how other stars work and are formed.,can,simplewiki,CC BY-SA
A2,gapfill,"Stellar astronomy Stellar astronomy, sometimes ""stellar astrophysics"" is the scientific study of stars, _____ formation, evolution and fate (stellar evolution).",their,simplewiki,CC BY-SA
A2,gapfill,"In the _____ basic sense, Stellar Astronomy attempts to answer the questions to the universe's most common phenomena — stars.",most,simplewiki,CC BY-SA
A2,gapfill,"Studying distant galaxies is a good way of learning about our own galaxy, as the gases and stars in our own galaxy make _____ difficult to observe.",it,simplewiki,CC BY-SA
A2,gapfill,"So far, all astronomy _____ has been done has used the electromagnetic spectrum.",that,simplewiki,CC BY-SA
A2,gapfill,Architecture is the _____ of designing structures and buildings.,process,simplewiki,CC BY-SA
A2,gapfill,"Examples _____ houses, churches, hotels, office buildings, roads, tunnels and bridges.",include,simplewiki,CC BY-SA
A2,gapfill,There were architects _____ before there was higher education.,long,simplewiki,CC BY-SA
A2,gapfill,_____ learnt by being an apprentice to an established architect.,they,simplewiki,CC BY-SA
A2,gapfill,"The Ancient Greeks and Romans made what we now _____ ""Classical Architecture"".",call,simplewiki,CC BY-SA
A2,gapfill,"_____ used symmetry, which really means balance, and it used proportion between shapes.",it,simplewiki,CC BY-SA
A2,gapfill,"In _____ parts of the world, like India, the architecture is famous for carving the stone on temples and palaces.",some,simplewiki,CC BY-SA
A2,gapfill,"Different architectural styles occur in China, Japan, Southeast Asia, Africa, Mexico, and Central and _____ America.",south,simplewiki,CC BY-SA
A2,gapfill,_____ churches have Gothic architecture.,many,simplewiki,CC BY-SA
A2,gapfill,_____ added their own ideas and decoration to the Classical Architecture of the past.,people,simplewiki,CC BY-SA
A2,gapfill,The Renaissance brought a _____ to classical ideas.,return,simplewiki,CC BY-SA
A2,gapfill,"In the late 18th century with the Industrial Revolution, people began to invent machines to _____ things quickly and cheaply.",make,simplewiki,CC BY-SA
A2,gapfill,"Many factories and mills were built during, or after _____ revolution.",this,simplewiki,CC BY-SA
A2,gapfill,"Decades later, in the Victorian era, architects like George Fowler Jones and Decimus Burton still followed the Gothic style to build _____ churches.",new,simplewiki,CC BY-SA
A2,gapfill,"Up to _____ point, buildings were limited in size and style by the strength of the wood and masonry used to construct them.",this,simplewiki,CC BY-SA
A2,gapfill,Buildings _____ now be built taller than ever before.,can,simplewiki,CC BY-SA
A2,gapfill,"Cheap, strong glass soon brought transparent exterior walls, especially for _____ buildings.",office,simplewiki,CC BY-SA
A2,gapfill,"Modernism is the name for the architectural style which developed because of these new building technologies, and its beginnings _____ been seen as early as 1890.",can,simplewiki,CC BY-SA
A2,gapfill,_____ of the world's greatest structures were built by modern-day architects such as Frank Lloyd Wright; Sir Hugh Casson; Norman Foster; I.,many,simplewiki,CC BY-SA
A2,gapfill,Anatomy is the study of the bodies of _____ and other animals.,people,simplewiki,CC BY-SA
A2,gapfill,Anatomy is the _____ of the inside of the body and outside the body.,study,simplewiki,CC BY-SA
A2,gapfill,"For long periods the dissection of deceased people was forbidden, and correct ideas _____ human anatomy was a long time coming.",about,simplewiki,CC BY-SA
A2,gapfill,Gross anatomy studies parts of the body _____ are big enough to see.,that,simplewiki,CC BY-SA
A2,gapfill,Micro-anatomy _____ smaller parts.,studies,simplewiki,CC BY-SA
A2,gapfill,"The _____ ""asteroid"" means ""like a star"" in the ancient Greek language.",name,simplewiki,CC BY-SA
A2,gapfill,"Depending on what's on the surface, _____ are classified into various asteroid spectral types including Type M (metal), Type S (stone), and Type C (carbon).",they,simplewiki,CC BY-SA
A2,gapfill,Many are _____ in the main asteroid belt.,not,simplewiki,CC BY-SA
A2,gapfill,Some scientists think asteroids striking the Earth killed off all the dinosaurs and caused some of the _____ extinction events.,other,simplewiki,CC BY-SA
A2,gapfill,"The sample was taken in 2020, and the space capsule with sample, landed in the _____ States in 2023.",united,simplewiki,CC BY-SA
A2,gapfill,"In the 1850s, so many had been found _____ they were numbered by a Minor planet designation starting with 1 Ceres.",that,simplewiki,CC BY-SA
A2,gapfill,Asteroid impact prediction is _____ of their purposes.,one,simplewiki,CC BY-SA
A2,gapfill,"Afghanistan is currently governed by the Taliban, _____ the collapse of the internationally recognized Islamic Republic of Afghanistan on 15 August 2021.",after,simplewiki,CC BY-SA
A2,gapfill,There are _____ 3 million Afghan refugees (people who had to leave the country) in Pakistan and Iran.,about,simplewiki,CC BY-SA
A2,gapfill,"The economy does not have growth (as April 2024), of _____ kind that is called GDP growth, according to Worldbank.org.",that,simplewiki,CC BY-SA
A2,gapfill,Afghanistan has a continental climate with _____ summers and cold winters.,hot,simplewiki,CC BY-SA
A2,gapfill,Many _____ have moved through or invaded the land of Afghanistan.,people,simplewiki,CC BY-SA
A2,gapfill,_____ are usually written with the Arabic alphabet.,they,simplewiki,CC BY-SA
A2,gapfill,"Because of this, _____ empire builders have tried to rule over the area.",many,simplewiki,CC BY-SA
A2,gapfill,"The peoples of Afghanistan helped develop major world religions, traded and exchanged _____ products, and sometimes controlled politics and culture in Asia.",many,simplewiki,CC BY-SA
A2,gapfill,As farms and villages grew these ancient people started irrigation (digging ditches for water so _____ flows to crops) that allowed them to grow crops on the northern Afghanistan desert plains.,it,simplewiki,CC BY-SA
A2,gapfill,_____ were destroyed by the Taliban in 2001.,they,simplewiki,CC BY-SA
A2,gapfill,The Taliban believe _____ the ancient statues were un-Islamic and that they had a right to destroy them.,that,simplewiki,CC BY-SA
A2,gapfill,Arabs introduced Islam in the 7th century and slowly began spreading the _____ religion.,new,simplewiki,CC BY-SA
A2,gapfill,Under _____ rule Afghanistan enjoyed peace and prosperity.,their,simplewiki,CC BY-SA
A2,gapfill,"During the 1800s, Afghanistan became a buffer zone between _____ powerful empires, the British Indian Empire and the Russian Empire.",two,simplewiki,CC BY-SA
A2,gapfill,The _____ of Afghanistan was a constitutional monarchy established in 1926.,kingdom,simplewiki,CC BY-SA
A2,gapfill,_____ pursued a diplomatic policy of non-alignment.,it,simplewiki,CC BY-SA
A2,gapfill,"In 1973, _____ crises led to the overthrow of the king.",political,simplewiki,CC BY-SA
A2,gapfill,The country's _____ leader ended the monarchy and made Afghanistan a republic.,new,simplewiki,CC BY-SA
A2,gapfill,The Soviets took advantage of the situation and invaded Afghanistan in _____ 1979.,december,simplewiki,CC BY-SA
A2,gapfill,"For nearly a decade, anti-Communist Islamic forces known as ""Mujahideen"" were trained in Pakistan to _____ the Soviets and the Afghan government.",fight,simplewiki,CC BY-SA
A2,gapfill,"In the _____ war, over one million Afghan civilians were killed.",long,simplewiki,CC BY-SA
A2,gapfill,In 1989 the Soviet Army withdrew the last of _____ troops.,its,simplewiki,CC BY-SA
A2,gapfill,"_____ the Soviets left in 1989, the Afghan Civil War started; different Afghan warlords began fighting for control of the country.",after,simplewiki,CC BY-SA
A2,gapfill,A very conservative Islamic _____ known as the Taliban emerged in an attempt to end the civil war.,group,simplewiki,CC BY-SA
A2,gapfill,By the late 1990s the Taliban had gained control _____ 95% of Afghanistan.,over,simplewiki,CC BY-SA
A2,gapfill,"A _____ known as the Northern Alliance, based in northern Afghanistan near the border with Tajikistan, continued to fight against the Taliban.",group,simplewiki,CC BY-SA
A2,gapfill,The Taliban ruled Afghanistan according to _____ strict version of Islamic law.,their,simplewiki,CC BY-SA
A2,gapfill,"In addition, the Taliban _____ restricted the rights of women.",completely,simplewiki,CC BY-SA
A2,gapfill,"Because of such policies, _____ countries refused to recognize the Taliban government.",most,simplewiki,CC BY-SA
A2,gapfill,"Only Pakistan, Saudi Arabia and the _____ Arab Emirates accepted them as the official government.",united,simplewiki,CC BY-SA
A2,gapfill,"In September 2001, the _____ States blamed bin Laden for the terrorist attacks on the World Trade Center in New York City and the Pentagon outside Washington, D.C.",united,simplewiki,CC BY-SA
A2,gapfill,The Taliban refused to hand him over to the _____ States.,united,simplewiki,CC BY-SA
A2,gapfill,"In response, the _____ States and its allies launched a bombing campaign against al-Qaeda in October 2001.",united,simplewiki,CC BY-SA
A2,gapfill,Taliban fighters have gone _____ Afghanistan from neighboring Pakistan.,into,simplewiki,CC BY-SA
A2,gapfill,Afghans accused Pakistan's military of being behind the Taliban militants but Pakistan rejected _____ and stated that a stable Afghanistan is in Pakistan's own interest.,this,simplewiki,CC BY-SA
A2,gapfill,"NATO began rebuilding Afghanistan, including _____ military and government institutions.",its,simplewiki,CC BY-SA
A2,gapfill,"Many Afghan women work as politicians, some are ministers while at least _____ is a mayor.",one,simplewiki,CC BY-SA
A2,gapfill,The Afghan _____ in the 2020s.,conflict,simplewiki,CC BY-SA
A2,gapfill,The Afghan conflict as of 2025: In regard to (clashes or) skirmishes at the border with Pakistan; _____ have happened as late as 2025's first quarter.,they,simplewiki,CC BY-SA
A2,gapfill,"Another _____ of the Afghan conflict, is the Republican armed rebellion in Afghanistan.",part,simplewiki,CC BY-SA
A2,gapfill,"According to Transparency International, Afghanistan remains in the top _____ corrupt countries list.",most,simplewiki,CC BY-SA
A2,gapfill,_____ west border touches the Atlantic Ocean.,its,simplewiki,CC BY-SA
A2,gapfill,_____ coastline is 1600 kilometers.,its,simplewiki,CC BY-SA
A2,gapfill,_____ has two seasons; dry (May to October) and hot rainy (November to April).,it,simplewiki,CC BY-SA
A2,gapfill,"Argentina, officially the Argentine Republic, is a _____ in South America.",country,simplewiki,CC BY-SA
A2,gapfill,"In eastern Argentina is Buenos Aires, the capital of Argentina, _____ is also one of the largest cities in the world.",it,simplewiki,CC BY-SA
A2,gapfill,_____ citizens of the Argentine Republic are descendants of immigrants from Europe.,most,simplewiki,CC BY-SA
A2,gapfill,_____ are united by citizenship and not necessarily by ethnicity.,they,simplewiki,CC BY-SA
A2,gapfill,"In the Americas (South and North), Canada, US, Brazil and Argentina are the largest countries (in _____ order).",that,simplewiki,CC BY-SA
A2,gapfill,"Argentina declared independent from Spain in 1816, and achieved _____ in a War led by José de San Martín in 1818.",it,simplewiki,CC BY-SA
A2,gapfill,"In the 1940s, following the ""infamous decade"" where the country's politics were _____ stable, Juan Peron came to power.",not,simplewiki,CC BY-SA
A2,gapfill,After spending years in exile _____ returned to power in the 1970s.,he,simplewiki,CC BY-SA
A2,gapfill,"_____ Plate was incorrectly translated though, and should have been translated to English as River of (the) Silver.",river,simplewiki,CC BY-SA
A2,gapfill,River Plate is _____ a famous Buenos Aires soccer team.,also,simplewiki,CC BY-SA
A2,gapfill,Argentina has a _____ of highly ranked Polo players.,number,simplewiki,CC BY-SA
A2,gapfill,The capital of the Holy Roman Empire was the Austrian _____ of Vienna.,city,simplewiki,CC BY-SA
A2,gapfill,"Former Holy Roman Emperor Francis II became the Emperor of the new Austrian Empire, _____ later became Austria-Hungary.",which,simplewiki,CC BY-SA
A2,gapfill,Austria-Hungary declared war on Serbia and _____ led to World War I.,this,simplewiki,CC BY-SA
