type,prompt,options,answer,source,license
mcq,Every few _____ the Aboriginal people would burn the grass and small trees.,life|well|’s|year,year,simplewiki,CC BY-SA
mcq,"This meant that a _____ of grass grew back, but not many big trees.",working|place|public|lot,lot,simplewiki,CC BY-SA
mcq,The _____ that lived on the plain were a good food supply for the Aboriginal people.,indo|wicket|playwright|kangaroo,kangaroo,simplewiki,CC BY-SA
mcq,"Sometimes, Aboriginals would name a _____ after an animal, and they could not eat that animal to help level out the food population.",person|south|care|health,person,simplewiki,CC BY-SA
mcq,"Aboriginal _____ did not usually build houses, except huts of grass, leaves and bark.",people||two|see|time,people,simplewiki,CC BY-SA
mcq,"They did not usually build _____ or fences, and there were no horses, cows or sheep in Australia that needed to be kept in pens.",attempt|wall|source|mom,wall,simplewiki,CC BY-SA
mcq,"The only Aboriginal _____ that are known are fish-traps made from stones piled up in the river, and the remains of a few stone huts in Victoria and Tasmania.",future|policy|building|director,building,simplewiki,CC BY-SA
mcq,The Aboriginal _____ did not use metal or make pottery or use bows and arrows or weave cloth.,out|people||two|up,people,simplewiki,CC BY-SA
mcq,Australia has a _____ of trees that have very hard wood that was good for spear making.,line|whole|lot|local,lot,simplewiki,CC BY-SA
mcq,The Aboriginal _____ did not think that the land belonged to them.,people|up|no|over,people,simplewiki,CC BY-SA
mcq,"They believed that they had grown from the _____, so it was like their mother, and they belonged to the land.",step|land|heart|question,land,simplewiki,CC BY-SA
mcq,"In the 1600s, Dutch _____ traded with the islands of Batavia (now Indonesia), to the north of Australia and several different Dutch ships touched on the coast of Australia.",substitute|ambition|merchant|lineup,merchant,simplewiki,CC BY-SA
mcq,Its _____ was later changed to honour the man who discovered it.,name|government|number|week,name,simplewiki,CC BY-SA
mcq,"The British Government was sure that there must be a very large _____ in the south, that had not been explored.",land|step|bit|f,land,simplewiki,CC BY-SA
mcq,They _____ Captain James Cook to the Pacific Ocean.,fall|send|judge|park,send,simplewiki,CC BY-SA
mcq,"The _____ of discovery was very successful, because they found New Zealand and sailed right around it.",economist|volcano|motorcycle|voyage,voyage,simplewiki,CC BY-SA
mcq,"At last, a _____, William Hicks, who was up the mast spotted land on the horizon.",council|sea|pick|boy,boy,simplewiki,CC BY-SA
mcq,Captain Cook named that _____ of land Point Hicks.,point|making|bit|mind,bit,simplewiki,CC BY-SA
mcq,"They sailed up the _____ and Captain Cook named the land that he saw ""New South Wales"".",hotel|parliament|drink|coast,coast,simplewiki,CC BY-SA
mcq,At last they sailed into a large open _____ which was full of fish and stingrays which the sailors speared for food.,minor|resolution|dress|bay,bay,simplewiki,CC BY-SA
mcq,They collected _____ of plants to take back to England.,metal|hundred|winter|user,hundred,simplewiki,CC BY-SA
mcq,Captain Cook saw the Aboriginal _____ with their simple way of life.,see|people|out|time,people,simplewiki,CC BY-SA
mcq,He saw them _____ and hunting and collecting grass seeds and fruit.,fishing|assembly|signing|fee,fishing,simplewiki,CC BY-SA
mcq,But there were no _____ and no fences.,house|state|family|person,house,simplewiki,CC BY-SA
mcq,"In most _____ of the world, people put up a house and a fence or some marker to show that they own the land.",name|show|s|part,part,simplewiki,CC BY-SA
mcq,But the Aboriginal _____ did not own the land in that way.,think|do|no|people,people,simplewiki,CC BY-SA
mcq,"They belonged to the _____, like a baby belongs to its mother.",land|cup|property|professional,land,simplewiki,CC BY-SA
mcq,Captain Cook went home to England and told the _____ that no-one owned the land.,thank|show|system|government,government,simplewiki,CC BY-SA
mcq,This would later cause a terrible _____ for the Aboriginal people.,making|problem|cause|set,problem,simplewiki,CC BY-SA
mcq,Many _____ were hanged for small crimes.,time||two|people|out,people,simplewiki,CC BY-SA
mcq,Often they were sent away to the British _____ in America.,advocate|frontier|offence|colony,colony,simplewiki,CC BY-SA
mcq,"But by the 1770s, the _____ in America became the United States.",spine|sleeve|valve|colony,colony,simplewiki,CC BY-SA
mcq,"They were free from British _____ and would not take England's convicts any more, so England needed to find a new and less populated place.",jack|wedding|population|rule,rule,simplewiki,CC BY-SA
mcq,The _____ decided to make a settlement in New South Wales and send some of the convicts there.,team|course|government|name,government,simplewiki,CC BY-SA
mcq,"In 1788 the First Fleet of eleven _____ set sail from Portsmouth carrying convicts, sailors, marines, a few free settlers and enough food to last for two years.",visit|mountain|ship|investigation,ship,simplewiki,CC BY-SA
mcq,Their _____ was Captain Arthur Phillip.,artist|competition|attention|leader,leader,simplewiki,CC BY-SA
mcq,"They were to make a new _____ at the place that Captain Cook had discovered, named Botany Bay because of all the unknown plants found there by the two scientists.",variation|advisory|colony|elder,colony,simplewiki,CC BY-SA
mcq,There was not much fresh _____.,water|level|c|whole,water,simplewiki,CC BY-SA
mcq,"He went with two _____ up the coast and sailed into a great harbour called Port Jackson, which he said was ""the finest harbour in the world"".",student|ship|seat|exchange,ship,simplewiki,CC BY-SA
mcq,There were many small _____ on the harbour so he decided on one which had a good stream of fresh water and some flat shore to land on.,grace|speech|operation|bay,bay,simplewiki,CC BY-SA
mcq,"On 26 January 1788, the _____ was raised and New South Wales was claimed in the name of King George III of England, and the new settlement was called Sydney.",silence|5th|flag|trading,flag,simplewiki,CC BY-SA
mcq,"For the first few _____ of the settlement, things were very difficult.",home|am||two|year,year,simplewiki,CC BY-SA
mcq,_____-one in the British Government had thought very hard about what sort of convicts should be sent to make a new colony.,can|will|out|no,no,simplewiki,CC BY-SA
mcq,Nobody had _____ them carefully.,choose|walk|begin|spot,choose,simplewiki,CC BY-SA
mcq,There was only one _____ who was a farmer.,love|game|man|help,man,simplewiki,CC BY-SA
mcq,_____-one knew how to fix the tools when they broke.,time|no|other|people,no,simplewiki,CC BY-SA
mcq,All the _____ were different so no-one knew which ones could be eaten.,plant|sleep|institute|minute,plant,simplewiki,CC BY-SA
mcq,It was probable that everyone in the new _____ would die of starvation.,portrait|fare|colony|ski,colony,simplewiki,CC BY-SA
mcq,"The little _____ of tents had a hut for the Governor, Arthur Phillip, and another hut for the supply of food.",government|room|service|group,group,simplewiki,CC BY-SA
mcq,By the 1820s there was a fine _____ house for the Governor.,lawsuit|gravity|intervention|brick,brick,simplewiki,CC BY-SA
mcq,"Spanish Merino _____ had been brought to Sydney, and by 1820, farmers were raising fat lambs for meat and also sending fine wool back to the factories of England.",sheep|farming|radar|journalist,sheep,simplewiki,CC BY-SA
mcq,"While the _____ was growing in New South Wales, it was also growing in Tasmania.",teen|settlement|porn|fiction,settlement,simplewiki,CC BY-SA
mcq,"The _____ in Tasmania was more like that in England, and farmers found it easy to grow crops there.",3rd|climate|danger|draw,climate,simplewiki,CC BY-SA
mcq,"Because Australia is such a very large _____, it was easy to think that it might be able to hold a large number of people.",choice|town|board|land,land,simplewiki,CC BY-SA
mcq,"In the early _____ of the colony, a great number of explorers went out, searching for good land to settle on.",am|good|day|life,day,simplewiki,CC BY-SA
mcq,They were not very high and did not look very rugged but for many _____ no-one could find their way through them.,well|work|being|year,year,simplewiki,CC BY-SA
mcq,"Some _____, like Captain Charles Sturt were sure that there must be a sea in the middle of Australia and set out to find it.",people||two|think|up,people,simplewiki,CC BY-SA
mcq,"Many of the _____ did not prepare very well, or else they went out to explore at the hottest time of year.",synthesis|explorer|fry|pupil,explorer,simplewiki,CC BY-SA
mcq,Some died like Burke and _____.,will|do|one|time,will,simplewiki,CC BY-SA
mcq,"The second _____, he was never seen again.",other||two|no|time,time,simplewiki,CC BY-SA
mcq,Major Thomas Mitchell was one of the most successful _____.,explorer|visibility|correspondence|cavalry,explorer,simplewiki,CC BY-SA
mcq,"He mapped the _____ as he went, and his maps remained in use for more than 100 years.",country|play|police|office,country,simplewiki,CC BY-SA
mcq,"He travelled all the _____ to what is now western Victoria, and to his surprise and annoyance found that he was not the first white person there.",other|off|back|way,way,simplewiki,CC BY-SA
mcq,"The Henty _____ had come from Tasmania, had built themselves a house, had a successful farm and fed the Major and his men on roast lamb and wine.",ground|key|walk|brother,brother,simplewiki,CC BY-SA
mcq,The _____ rushes of New South Wales and Victoria started in 1851 leading to large numbers of people arriving to search for gold.,gold|b|player|cold,gold,simplewiki,CC BY-SA
mcq,The _____ grew across south east Australia and made great wealth and industry.,flight|insurance|century|population,population,simplewiki,CC BY-SA
mcq,By 1853 the _____ rushes had made some poor people very rich.,field|gold|return|cover,gold,simplewiki,CC BY-SA
mcq,The _____ of convicts to Australia ended in the 1840s and 1850s and more changes came.,employment|transportation|tag|sport,transportation,simplewiki,CC BY-SA
mcq,"The _____ in Australia wanted to run their own country, and not be told what to do from London.",people|over|do|other,people,simplewiki,CC BY-SA
mcq,The first _____ in the colonies were run by governors chosen by London.,money|government|face|second,government,simplewiki,CC BY-SA
mcq,"In 1840, the _____ councils started and some people could vote.",health|week|city|case,city,simplewiki,CC BY-SA
mcq,"New South Wales Legislative Council had its first _____ in 1843, again with some limits on who could vote.",piece|pressure|test|election,election,simplewiki,CC BY-SA
mcq,"In 1855, limited _____-government was given by London to New South Wales, Victoria, South Australia and Tasmania.",production|h|field|self,self,simplewiki,CC BY-SA
mcq,"In 1855, the _____ to vote was given to all men over 21 in South Australia.",look|’s|work|right,right,simplewiki,CC BY-SA
mcq,The other _____ soon followed.,infantry|neighbor|opponent|colony,colony,simplewiki,CC BY-SA
mcq,_____ were given the vote in the Parliament of South Australia in 1895 and they became the first women in the world allowed to stand in elections.,rest|woman|list|black,woman,simplewiki,CC BY-SA
mcq,Australians had started parliamentary _____ all across the continent.,behavior|legacy|porn|democracy,democracy,simplewiki,CC BY-SA
mcq,But _____ were getting louder for all of them to come together as one country with a national parliament.,result|photo|analysis|voice,voice,simplewiki,CC BY-SA
mcq,"Until 1901, Australia was not a _____, it was six separate colonies governed by Britain.",card|nation|iron|ability,nation,simplewiki,CC BY-SA
mcq,"They voted to join to form one new _____, called the Commonwealth of Australia, in 1901.",country|music|d|problem,country,simplewiki,CC BY-SA
mcq,"Australia was still _____ of the British Empire, and at first wanted only British or Europeans to come to Australia.",end|down|work|part,part,simplewiki,CC BY-SA
mcq,"But soon it had its own _____, its own Army and its own Navy.",run|health|kind|money,money,simplewiki,CC BY-SA
mcq,"In Australia at this _____, the trade unions were very strong, and they started a political party, the Australian Labor Party.",can|time||two|do,time,simplewiki,CC BY-SA
mcq,Australia passed many _____ to help the workers.,local|law|public|woman,law,simplewiki,CC BY-SA
mcq,"In 1914, the First World War _____ in Europe.",help|start|class|change,start,simplewiki,CC BY-SA
mcq,"Australia joined in on the _____ of Britain against Germany, Austria-Hungary and the Ottoman Empire.",side|leave|short|story,side,simplewiki,CC BY-SA
mcq,They also _____ on the Western Front.,movie|fight|learn|sign,fight,simplewiki,CC BY-SA
mcq,"In 1932, the Sydney Harbour Bridge was _____.",book|research|watch|open,open,simplewiki,CC BY-SA
mcq,Australia had a really hard _____ in the Great Depression of the 1930s and joined Britain in a war against Nazi Germany when Hitler invaded Poland in 1939.,|two|time|will|other,time,simplewiki,CC BY-SA
mcq,But in 1941 _____ of Australian soldiers were captured in the Fall of Singapore by Japan.,service|home|night|lot,lot,simplewiki,CC BY-SA
mcq,Then Japan started attacking Australia and _____ worried about invasion.,good|no|people|up,people,simplewiki,CC BY-SA
mcq,"But with _____ from the United States Navy, the Japanese were stopped.",place|look|help|company,help,simplewiki,CC BY-SA
mcq,"After the _____, Australia became a close friend of the United States and Japan.",war|kind|friend|office,war,simplewiki,CC BY-SA
mcq,"When the _____ ended, Australia felt that it needed many more people to fill the country up and to work.",food|meet|war|body,war,simplewiki,CC BY-SA
mcq,So the _____ said it would take in people from Europe who had lost their homes in the war.,video|night|government|run,government,simplewiki,CC BY-SA
mcq,"Over the next 25 _____, millions of people came to Australia.",back|love|am|year,year,simplewiki,CC BY-SA
mcq,"They came especially from Italy and Greece, other _____ in Europe.",government|playing|low|country,country,simplewiki,CC BY-SA
mcq,Later they also came from _____ like Turkey and Lebanon.,pay|reason|country|president,country,simplewiki,CC BY-SA
mcq,"Whitlam made _____, but he made the Senate unhappy and the Governor-General sacked him and forced an election in 1975.",change|cause|power|talk,change,simplewiki,CC BY-SA
mcq,Then Malcolm Fraser won a few _____ for the Liberal Party.,ground|association|election|answer,election,simplewiki,CC BY-SA
mcq,"In the 1960s many _____ began coming to Australia from China, Vietnam, Malaysia and other countries in Asia.",see|good|do|people,people,simplewiki,CC BY-SA
mcq,"In the 1950s and 1960s Australia became one of the richest _____ in the world, helped by mining and wool.",show|country|cause|special,country,simplewiki,CC BY-SA
mcq,"Australia _____ trading more with America, than Japan.",start|mind|found|place,start,simplewiki,CC BY-SA
mcq,Australia supported the United States in _____ against dictatorships in Korea and Vietnam and later Iraq.,war|class|business|season,war,simplewiki,CC BY-SA
mcq,"In 1973, the famous Sydney Opera House _____.",single|ask|open|research,open,simplewiki,CC BY-SA
mcq,"In the 1970s, 80s and 90s _____ of Australian movies, actors and singers became famous around the world.",lot|team|read|person,lot,simplewiki,CC BY-SA
mcq,"In the _____ 2000, Sydney had the Summer Olympics.",’s|year|back|see,year,simplewiki,CC BY-SA
mcq,"Australia had a bad _____ in 1991, but when other Western countries had trouble with their economies in 2008, Australia stayed strong.",expedition|funk|recession|herd,recession,simplewiki,CC BY-SA
mcq,"_____ Australia is a rich, peaceful and democratic country.",history|put|today|line,today,simplewiki,CC BY-SA
mcq,Around 4-5% of Australians could not get a _____ in 2010.,top|side|b|job,job,simplewiki,CC BY-SA
mcq,Every _____ the government chooses a big number of new people from all around the world to come as immigrants to live in Australia.,year|look|use|see,year,simplewiki,CC BY-SA
mcq,"These _____ may come because they want to do business, or to live in a democracy, to join their family, or because they are refugees.",think|people|do|see,people,simplewiki,CC BY-SA
mcq,"Australia took 6.5 million _____ in the 60 years after World War Two, including around 660,000 refugees.",steering|immigrant|blanket|telegraph,immigrant,simplewiki,CC BY-SA
mcq,Australia is _____ of the Commonwealth of Nations.,year|part|home|end,part,simplewiki,CC BY-SA
mcq,"Australia is made up of six _____, and two mainland territories.",number|state|need|place,state,simplewiki,CC BY-SA
mcq,Each _____ and territory has its own Parliament and makes its own local laws.,use|find|state|look,state,simplewiki,CC BY-SA
mcq,"The Parliament of Australia sits in Canberra and makes _____ for the whole country, also known as the Commonwealth or Federation.",face|law|today|read,law,simplewiki,CC BY-SA
mcq,"The Federal _____ is led by the Prime Minister of Australia, who is the member of Parliament chosen as leader.",today|government|body|white,government,simplewiki,CC BY-SA
mcq,English is the main spoken _____.,club|economic|release|language,language,simplewiki,CC BY-SA
mcq,"Christianity is the main _____, though all religions are accepted and not everybody has a religion.",studio|aid|religion|wonder,religion,simplewiki,CC BY-SA
mcq,"Australia is multicultural: all its _____ are encouraged to keep their different languages, religions and ways of life, while also learning English and joining in with other Australians.",no||two|people|do,people,simplewiki,CC BY-SA
mcq,Australia has many _____ from different countries around the world.,diesel|triangle|immigrant|interpretation,immigrant,simplewiki,CC BY-SA
mcq,"In 1973, Patrick White won the Nobel Prize in Literature, the only Australian to have achieved this; he is seen as one of the great English-_____ writers of the twentieth century.",nature|language|stand|meeting,language,simplewiki,CC BY-SA
mcq,Australian _____ has produced many successful programs for home and overseas.,child|tv|worth|note,tv,simplewiki,CC BY-SA
mcq,"Each major _____ has its daily newspapers, and there are two national daily newspapers, ""The Australian"" and ""The Australian Financial Review"".",read|city|side|call,city,simplewiki,CC BY-SA
mcq,Australian _____ have a long history.,community|track|running|movie,movie,simplewiki,CC BY-SA
mcq,"The _____'s first feature movie was the Australian movie ""The Story of the Kelly Gang"" of 1906.",love|world|game|think,world,simplewiki,CC BY-SA
mcq,Flynn went on to a celebrated _____ in Hollywood.,career|return|sign|coach,career,simplewiki,CC BY-SA
mcq,In the 1970s and 1980s Australian _____ and movie stars became world famous.,box|movie|light|student,movie,simplewiki,CC BY-SA
mcq,"Australia is a popular _____ for business conferences and research, with Sydney one of the top 20 meeting destinations in the world.",prosecution|monitor|trigger|destination,destination,simplewiki,CC BY-SA
mcq,_____ is an important part of Australian culture because the climate is good for outdoor activities.,camera|royal|sport|°,sport,simplewiki,CC BY-SA
mcq,23.5% Australians over the _____ of 15 regularly take part in organised sporting activities.,sex|term|director|age,age,simplewiki,CC BY-SA
mcq,"The most popular _____ are Australian rules football, rugby league and cricket.",block|pair|sport|struggle,sport,simplewiki,CC BY-SA
mcq,"Local popular _____ include Australian Rules Football, horse racing, soccer and motor racing.",equipment|sport|offering|strike,sport,simplewiki,CC BY-SA
mcq,"Australia has participated in every _____ Olympic Games since 1896, and every Commonwealth Games.",policy|summer|round|worth,summer,simplewiki,CC BY-SA
mcq,"Australia has hosted the 1956 and 2000 Summer Olympics, and has ranked in the top five _____-winners since 2000.",arrival|element|knife|medal,medal,simplewiki,CC BY-SA
mcq,"Australia has also _____ the 1938, 1962, 1982 and 2006 Commonwealth Games and are to host the 2018 Commonwealth Games.",host|ship|drink|jail,host,simplewiki,CC BY-SA
mcq,Corporate and _____ sponsorship of many sports and elite athletes is common in Australia.,money|post|whole|government,government,simplewiki,CC BY-SA
mcq,Televised _____ is popular; some of the highest-rated television programs include the Summer Olympic Games and the grand finals of local and international football competitions.,joint|sport|favor|purpose,sport,simplewiki,CC BY-SA
mcq,"Just 60 _____ ago, Australia had only one big art festival.",see|while|year|take,year,simplewiki,CC BY-SA
mcq,"Now Australia has _____ of smaller community-based festivals, and national and regional festivals that focus on specific art forms.",brand|catch|draw|hundred,hundred,simplewiki,CC BY-SA
mcq,"Australia is home to many _____ and plants that can be found nowhere else on Earth, except perhaps New Guinea.",animal|conversation|grant|application,animal,simplewiki,CC BY-SA
mcq,Most of the _____ in the world are found only on the continent or on the neighbouring island of New Guinea.,clade|marsupial|exoplanet|crustacean,marsupial,simplewiki,CC BY-SA
mcq,The _____ trees are almost as remarkable as the animals.,gum|peanut|jewellery|voyage,gum,simplewiki,CC BY-SA
mcq,"Until British _____ in Australia, these trees were almost entirely unknown.",settlement|shirt|decline|soil,settlement,simplewiki,CC BY-SA
mcq,"They had been separated from the Americas, Africa and much of Asia for _____ of years.",fact|gold|million|r,million,simplewiki,CC BY-SA
mcq,"&lt;templatestyles src=""Reflist/styles.css"" /&gt; Other _____.",professional|website|council||vote,website,simplewiki,CC BY-SA
mcq,"American English, or US English, is the _____ of English that is spoken in the United States.",taxis|librarian|dialect|alloy,dialect,simplewiki,CC BY-SA
mcq,It is different from other _____ of English like British English.,type|role|church|half,type,simplewiki,CC BY-SA
mcq,Most _____ of American English came from local dialects in England.,mind|type|form|walk,type,simplewiki,CC BY-SA
mcq,"During the 18th and 19th _____, pronunciation changed less in America than in England.",box|century|response|village,century,simplewiki,CC BY-SA
mcq,Many _____ today know about American English even if they live in a country that speaks another type of English.,people|think|over|good,people,simplewiki,CC BY-SA
mcq,"They hear and read American English through the _____, such as movies, television, and the Internet, where the most common form of English is American English.",electricity|wealth|medium|flag,medium,simplewiki,CC BY-SA
mcq,"Because _____ all over the world use English, many new words are used.",over|up||two|people,people,simplewiki,CC BY-SA
mcq,English has been changing that _____ for hundreds of years.,way|day|go|year,way,simplewiki,CC BY-SA
mcq,"For _____, the millions who speak Indian English frequently add American English words to go along with its British English base and many other words from the various Indian languages.",girl|follow|type|example,example,simplewiki,CC BY-SA
mcq,Some _____ learn American English as it is spoken in the United States.,people|time|good|up,people,simplewiki,CC BY-SA
mcq,"For _____, in telephone call centers in India and other places, people often learn American English to sound more like their customers who call from America.",starting|match|war|example,example,simplewiki,CC BY-SA
mcq,Those _____ often keep using American English in everyday life.,out|people|up|see,people,simplewiki,CC BY-SA
mcq,There are many _____ that sound the same in both American and British English but have different spellings.,amount|word|police|view,word,simplewiki,CC BY-SA
mcq,British English often has more traditional _____ of spelling words than American English.,way|day|right|life,way,simplewiki,CC BY-SA
mcq,There are also some _____ in American English that are a bit different from British English.: Regional accents.,word|race|problem|idea,word,simplewiki,CC BY-SA
mcq,General American English is the _____ most spoken in mass media.,kind|care|government|process,kind,simplewiki,CC BY-SA
mcq,Here are some regional _____ of American English: References.,armor|accent|vegetable|pill,accent,simplewiki,CC BY-SA
mcq,It was developed a few thousand _____ ago in China.,man|take|good|year,year,simplewiki,CC BY-SA
mcq,"_____ farming has been practiced, in some parts of the world, for thousands of years.",strategy|website|g|fish,fish,simplewiki,CC BY-SA
mcq,"_____, half of the seafood eaten in the U.S.",kind|international|today|line,today,simplewiki,CC BY-SA
mcq,"The environmental _____ of fish farming varies widely, depending on the species being farmed, the methods used and where the farm is located.",sweet|request|impact|multiple,impact,simplewiki,CC BY-SA
mcq,"When good _____ are used, it's possible to farm seafood in a way that has very little impact to the environment.",choice|outside|fine|practice,practice,simplewiki,CC BY-SA
mcq,"Such _____ limit habitat damage, disease, escapes of farmed fish and the use of wild fish as feed.",operation|finish|computer|sun,operation,simplewiki,CC BY-SA
mcq,"More often, they use _____, especially the ones that come from the Latin language, which include i.e.",player|relationship|member|period,period,simplewiki,CC BY-SA
mcq,"Some new _____ have been created by scientists, by workers in companies and governments, and by people using the Internet.",spectroscopy|abbreviation|sonata|polygon,abbreviation,simplewiki,CC BY-SA
mcq,"The _____ of the large computer company IBM comes from the words ""International Business Machines"".",war|white|name|government,name,simplewiki,CC BY-SA
mcq,"The _____ of the part of the United States government that sends rockets into outer space is NASA, from the words ""National Aeronautics and Space Administration"".",am|name|god|today,name,simplewiki,CC BY-SA
mcq,"When _____ using the Internet think that something is very funny, they sometimes write ""LOL"" to mean ""Laughing Out Loud"".",people|other|up|over,people,simplewiki,CC BY-SA
mcq,"_____ sometimes write ""ASAP"" for ""As Soon As Possible"".",people||two|other|think,people,simplewiki,CC BY-SA
mcq,"In many _____ and religions, an angel is a good spirit.",liberalism|prostitute|mythology|tornado,mythology,simplewiki,CC BY-SA
mcq,"The _____ angel comes from the Greek word ""angelos"" which means ""messenger"".",word|shot|sound|story,word,simplewiki,CC BY-SA
mcq,_____ are powerful spirits that obey God's commands.,mirror|angel|throat|introduction,angel,simplewiki,CC BY-SA
mcq,They sometimes appear to _____ in a human form.,bit|research|outside|human,human,simplewiki,CC BY-SA
mcq,They can deliver _____ to people in person or in dreams.,committee|professor|message|increase,message,simplewiki,CC BY-SA
mcq,"God, in the Book of Genesis sends an Angel with a _____ made out of fire to keep Adam and Eve from going back to the Garden of Eden.",belief|reverse|legacy|sword,sword,simplewiki,CC BY-SA
mcq,"In the Book of Exodus, an Angel comes to a _____ and makes a fire but the bush doesn't burn.",recognition|bush|highway|trick,bush,simplewiki,CC BY-SA
mcq,"When Moses _____ this, he comes close to the Bush and he hears God speak to him.",think|want|get|see,see,simplewiki,CC BY-SA
mcq,"When she sees the Angle again and there's nowhere on the _____ to go, she stops moving, so Balaam hits her.",t|road|data|book,road,simplewiki,CC BY-SA
mcq,"He says if he had a _____, then he would kill her.",victim|relief|initiative|sword,sword,simplewiki,CC BY-SA
mcq,"When King David has a _____, God punishes him by sending an Angel to cause a plague.",flame|physics|census|grip,census,simplewiki,CC BY-SA
mcq,"Isaiah said that the Angels sang _____ and that every Angel had six wings, two for covering its face, two for covering its feet and two for flying.",song|idea|program|road,song,simplewiki,CC BY-SA
mcq,"Isaiah said that when he heard the Angels sing he said ""I am doomed for I live among a _____ of unclean lips"" and that God got angry with him for saying that.",over||two|people|other,people,simplewiki,CC BY-SA
mcq,And that their _____ will be punished.,transport|selling|cake|enemy,enemy,simplewiki,CC BY-SA
mcq,Another Angel says that even the Kingdom of Israel will come back to the _____.,mom|land|trade|management,land,simplewiki,CC BY-SA
mcq,Zechariah sees an Angel defending the Priest from The Satan when The Satan says that the Priest did a bad _____.,thing|money|left|high,thing,simplewiki,CC BY-SA
mcq,"In the Book of Job, all the Angels _____ with God and The Satan bets God that he can make Job curse God Daniel.",meet|fight|major|book,meet,simplewiki,CC BY-SA
mcq,Daniel also _____ Angels being named Michael and Gabriel Chronicles.,split|mention|wonder|bear,mention,simplewiki,CC BY-SA
mcq,"In the Books of Chronicles, The Satan gets King David to want to have his _____.",penny|hood|decrease|census,census,simplewiki,CC BY-SA
mcq,_____ in The New Testament.,contest|host|appearance|net,appearance,simplewiki,CC BY-SA
mcq,"He is not here; he has _____, just as He said"".",display|rise|ride|wonder,rise,simplewiki,CC BY-SA
mcq,In Judaism _____ are created by God from fire.,angel|pen|commissioner|kingdom,angel,simplewiki,CC BY-SA
mcq,"Instead, _____ are servants of God.",lieutenant|extension|angel|certificate,angel,simplewiki,CC BY-SA
mcq,"Some _____ are jealous of humans, because God loves them so much.",tank|monster|angel|liberty,angel,simplewiki,CC BY-SA
mcq,"When the Bible speaks about the _____ of humans in the plural, Judaism sometimes argues that God discussed his decision with the angels.",moral|creation|print|sentence,creation,simplewiki,CC BY-SA
mcq,"But they make clear, it is God alone who creates _____.",performance|road|director|human,human,simplewiki,CC BY-SA
mcq,"God only wanted to discuss with the _____ to show that someone in power, should still try to value the opinion of people lower.",objective|angel|1990|consideration,angel,simplewiki,CC BY-SA
mcq,"Some say, that before _____ however, demons were created.",corruption|angel|killer|comfort,angel,simplewiki,CC BY-SA
mcq,"Some _____ deliver messages to humans and prophets, most famous among them is Gabriel.",contribution|fortune|diamond|angel,angel,simplewiki,CC BY-SA
mcq,Other _____ support humans with rain.,panic|angel|harm|percentage,angel,simplewiki,CC BY-SA
mcq,"Some _____ don't have a task on earth, but dwell in heaven, for example, to praise God.",angel|cheese|medium|tool,angel,simplewiki,CC BY-SA
mcq,"But these _____ are not considered evil, they just lose their rank as punishment, but can restore their rank later again.",angel|academy|exception|revolution,angel,simplewiki,CC BY-SA
mcq,God gives _____ violent tasks too.,truck|cutting|angel|minor,angel,simplewiki,CC BY-SA
mcq,"For _____, God orders angels to punish people in hell, not demons.",example|figure|term|stay,example,simplewiki,CC BY-SA
mcq,"Muslims believe _____ is under God's control, and not the demon's.",view|tv|price|hell,hell,simplewiki,CC BY-SA
mcq,"They believe _____ is not only suffering, but also justice.",vote|respect|hell|network,hell,simplewiki,CC BY-SA
mcq,_____ watch out that people don't escape their punishment.,healthcare|corps|closing|angel,angel,simplewiki,CC BY-SA
mcq,"While the benevolent _____ are said to be created from light, some Muslims think the angels in hell are created from fire.",angel|possession|epic|escape,angel,simplewiki,CC BY-SA
mcq,Muslims believe that _____ are also present in life.,equity|suspect|angel|print,angel,simplewiki,CC BY-SA
mcq,"They are, however, only in clean _____.",place|case|state|music,place,simplewiki,CC BY-SA
mcq,They are believed to give also good _____ and blessings.,advise|provision|bean|timeline,advise,simplewiki,CC BY-SA
mcq,They are often shown in _____ as having wings and a halo.,training|sense|west|art,art,simplewiki,CC BY-SA
mcq,"_____ are generally held to be holy and virtuous, hence the term is used loosely to apply to anyone particularly good or kind, or having a good influence.",angel|contribution|colonel|spectrum,angel,simplewiki,CC BY-SA
mcq,"In his _____ ""Far From the Madding Crowd"", Thomas Hardy chooses the name of an angel, Gabriel, for his kind and helpful hero.",chairman|schedule|religion|novel,novel,simplewiki,CC BY-SA
mcq,"However, since _____ are held to be spirits (that is, non-material beings), medieval theologians were faced with the problem of how humans could see a non-physical creature.",crossing|angel|smoking|rally,angel,simplewiki,CC BY-SA
mcq,"Eventually a _____ was put forward that angels must make themselves a body out of the nearest thing to the non-physical, i.e.",beach|theory|approach|access,theory,simplewiki,CC BY-SA
mcq,"From the _____ of the Romantics onwards, there has developed the widely held belief that everyone has an angel assigned to guard them.",mountain|relative|era|interview,era,simplewiki,CC BY-SA
mcq,"This _____ is probably based on Jesus' comment in Matthew 18:10 regarding children, though it is not mentioned elsewhere in the Bible.",theory|fan|impact|concept,concept,simplewiki,CC BY-SA
mcq,It is believed that _____ communicate with humans through repetitive appearances of numbers.,angel|manner|plot|assembly,angel,simplewiki,CC BY-SA
mcq,"_____ has studied and used numbers since the dawn of time, and no matter what the culture is, there are certain numbers that hold specific value or meaning over other numbers.",tobacco|duck|vocal|humanity,humanity,simplewiki,CC BY-SA
mcq,It is a _____ often used in rhetoric.,position|report|word|rate,word,simplewiki,CC BY-SA
